City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
492,sinabang,2.4803,96.3801,30.15,69,100,2.96,ID,1741667543
493,sakata,38.9167,139.855,14.1,54,20,5.14,JP,1741667544
494,sitka,57.0531,-135.33,3.94,75,75,2.06,US,1741667546
495,piacabucu,-10.4056,-36.4344,26.06,71,39,4.08,BR,1741667547
496,lubao,14.9167,120.55,34.84,49,29,8.35,PH,1741667548
497,romorantin-lanthenay,47.4167,1.8333,0.81,100,20,0.0,FR,1741667549
498,ijebu-jesa,7.6833,4.8167,22.78,99,66,1.03,NG,1741667550
499,calama,-22.4667,-68.9333,12.27,40,0,2.57,CL,1741667551
500,daru,-9.0763,143.2092,28.64,77,100,3.65,PG,1741667552
501,badagry,6.4167,2.8833,27.38,88,75,3.54,NG,1741667554
502,port macquarie,-31.4333,152.9167,23.37,90,77,5.24,AU,1741667555
503,ruidoso,33.3317,-105.673,7.08,14,0,5.66,US,1741667556
504,debeljaca,45.0711,20.6,12.15,78,100,6.37,RS,1741667557
505,rawlins,41.7911,-107.2387,2.94,48,0,4.12,US,1741667558
506,saint-quentin,49.8333,3.3333,8.91,90,100,1.25,FR,1741667559
507,kano,12.0001,8.5167,22.94,46,0,0.0,NG,1741667411
508,lewiston orchards,46.3804,-116.9754,7.95,81,100,0.0,US,1741667562
509,la troncal,-2.4,-79.3333,23.91,96,99,1.02,EC,1741667563
510,naze,28.3667,129.4833,20.51,75,75,5.11,JP,1741667564
511,corn island,12.1694,-83.0418,26.9,76,97,5.09,NI,1741667565
512,waterville,44.552,-69.6317,-0.15,87,0,0.0,US,1741667422
513,bathsheba,13.2167,-59.5167,25.34,78,40,6.69,BB,1741667567
514,labrador city,52.9463,-66.9114,-27.05,76,75,0.0,CA,1741667568
515,nieuw amsterdam,5.8833,-55.0833,24.0,86,61,2.8,SR,1741667570
516,magadan,59.5667,150.8,-16.74,72,0,1.44,RU,1741667571
517,keokuk,40.3973,-91.3849,15.71,38,75,6.17,US,1741667572
518,chippewa falls,44.9369,-91.3929,9.96,83,0,3.09,US,1741667573
519,cuamba,-14.8031,36.5372,20.79,99,100,4.26,MZ,1741667574
520,itamaraca,-7.7478,-34.8256,26.4,72,66,4.2,BR,1741667575
521,batang,-6.4846,110.7083,29.1,71,78,2.74,ID,1741667576
522,saint-philippe,-21.3585,55.7679,27.24,72,2,1.91,RE,1741667577
523,belyayevka,51.3974,56.4096,-0.77,88,100,0.61,RU,1741667579
524,virginia,37.5481,-77.4467,5.99,69,0,1.54,US,1741667580
525,terrace,54.5163,-128.6035,1.95,100,100,4.12,CA,1741667581
526,lupane,-18.9315,27.807,18.35,82,29,2.12,ZW,1741667582
527,palafrugell,41.9174,3.1631,7.65,81,77,4.33,ES,1741667583
528,ustka,54.5805,16.8619,2.88,96,20,4.12,PL,1741667585
529,ashta,23.0167,76.7167,32.11,17,3,4.28,IN,1741667586
530,banda aceh,5.5577,95.3222,30.15,69,86,3.73,ID,1741667587
531,yekaterinoslavka,50.3734,129.1139,-3.79,86,71,4.14,RU,1741667588
532,uttarkashi,30.7333,78.45,19.18,27,100,2.21,IN,1741667589
533,mejit,10.2753,170.8646,26.89,80,57,8.8,MH,1741667590
534,pajapan,18.25,-94.7,17.34,77,39,2.4,MX,1741667591
535,malakal,9.5334,31.6605,26.41,17,93,4.35,SS,1741667592
536,yangirabot,40.0254,65.961,13.75,52,6,1.99,UZ,1741667594
537,daura,11.5538,11.4085,24.3,21,98,3.89,NG,1741667595
538,nova vicosa,-17.8919,-39.3719,23.91,92,35,2.65,BR,1741667596
539,parkes,-33.1333,148.1833,28.06,46,90,3.71,AU,1741667597
540,alotau,-10.3069,150.4462,31.39,63,42,2.68,PG,1741667598
541,sittwe,20.15,92.9,28.65,32,17,3.1,MM,1741667599
542,uva,56.9908,52.1852,-6.75,96,100,2.16,RU,1741667600
543,jamiltepec,16.2833,-97.8167,21.0,84,7,1.19,MX,1741667602
544,hirara,24.8,125.2833,25.15,69,40,4.12,JP,1741667603
545,kelso,46.1468,-122.9084,8.39,78,100,0.0,US,1741667604
546,sisimiut,66.9395,-53.6735,1.74,67,99,7.86,GL,1741667463
547,rutana,-3.8667,30.1,15.59,89,100,0.6,BI,1741667606
548,sandefjord,59.1312,10.2167,0.71,98,100,4.12,NO,1741667607
549,demidov,55.2706,31.515,5.63,79,100,4.71,RU,1741667522
550,syzran',53.1585,48.4681,0.07,99,100,2.58,RU,1741667610
551,mamuju,-2.6748,118.8885,26.98,81,79,2.1,ID,1741667611
552,broken hill,-31.95,141.4333,33.94,24,90,4.41,AU,1741667612
553,cidade velha,14.9167,-23.6167,20.26,73,40,5.66,CV,1741667613
554,umm qasr,30.0405,47.9168,19.33,56,76,3.96,IQ,1741667614
555,solleftea,63.1667,17.2667,-10.08,97,67,1.4,SE,1741667615
556,kousa,25.9141,32.7636,12.05,32,0,1.52,EG,1741667616
557,kamaishi,39.2667,141.8833,10.39,59,43,5.33,JP,1741667617
558,mahalapye,-23.1041,26.8142,19.93,81,57,4.4,BW,1741667619
559,cranbrook,49.4999,-115.7688,2.91,44,75,3.09,CA,1741667416
560,yoichi,43.2039,140.7703,7.2,66,100,3.92,JP,1741667621
561,santa elena de uairen,4.6167,-61.1333,19.86,92,99,1.04,VE,1741667622
562,montepuez,-13.1256,38.9997,21.13,98,100,3.32,MZ,1741667623
563,nema,57.5067,50.5011,-6.5,95,100,3.27,RU,1741667624
564,nishinoomote,30.7333,131.0,15.31,100,75,4.63,JP,1741667626
565,kargasok,59.0556,80.8572,-16.44,93,98,2.46,RU,1741667627
566,stanthorpe,-28.6667,151.95,18.01,88,99,3.15,AU,1741667628
567,dom pedrito,-30.9828,-54.6731,15.08,51,12,1.6,BR,1741667629
568,severo-yeniseyskiy,60.3725,93.0408,-10.1,83,99,3.18,RU,1741667630
569,dudinka,69.4058,86.1778,-26.03,86,95,2.48,RU,1741667632
570,ponoka,52.6768,-113.5815,-3.0,85,84,3.06,CA,1741667633
571,noamundi,22.15,85.5333,31.83,22,0,0.48,IN,1741667634
572,kokopo,-4.352,152.2633,28.58,71,100,1.89,PG,1741667635
573,chibougamau,49.9168,-74.3659,-10.21,79,100,3.09,CA,1741667636
574,caleta de carquin,-11.0925,-77.6267,22.37,83,89,3.67,PE,1741667637
575,galliano,29.4422,-90.2992,9.0,81,0,0.0,US,1741667638
576,namdrik,5.5994,168.1028,27.63,79,74,8.61,MH,1741667640
577,kenora,49.8167,-94.4337,-12.46,66,40,6.71,CA,1741667464
578,brejo,-3.6844,-42.7503,22.33,98,100,1.17,BR,1741667642
579,sikasso,10.9167,-7.0,26.75,65,100,1.44,ML,1741667643
580,tangalle,6.024,80.7911,27.27,82,100,3.61,LK,1741667644
581,mukalla,14.5425,49.1242,24.37,70,2,1.4,YE,1741667645
582,oum hadjer,13.2954,19.6966,23.68,17,89,4.9,TD,1741667646
583,bahia de kino,28.8333,-111.9333,17.53,62,1,4.33,MX,1741667648
584,timbuktu,16.7735,-3.0074,27.85,23,44,4.39,ML,1741667649
585,ati,13.2154,18.3353,23.75,17,99,4.55,TD,1741667650
